,ma_xa,nam_quan_ly,tong_ds,tong_dien_tich,grdp_bq_theo_gia_hh,pn_15_49,tuoi_tho_bq
02116-2019,02116,2019,1786,,,413,
02122-2019,02122,2019,2799,,,666,
02125-2019,02125,2019,1338,,,297,
02131-2019,02131,2019,3604,,,865,
02137-2019,02137,2019,1629,,,391,
02140-2019,02140,2019,1614,,,373,
02143-2019,02143,2019,1907,,,465,
02146-2019,02146,2019,1626,,,381,
02152-2019,02152,2019,1622,,,386,
02155-2019,02155,2019,1565,,,367,
02158-2019,02158,2019,2263,,,514,
02161-2019,02161,2019,1040,,,239,
02170-2019,02170,2019,1144,,,279,
02173-2019,02173,2019,2549,,,619,
02176-2019,02176,2019,2044,,,481,
02179-2019,02179,2019,1381,,,318,
02185-2019,02185,2019,1446,,,302,
02188-2019,02188,2019,1536,,,333,
02191-2019,02191,2019,2080,,,469,
02194-2019,02194,2019,2416,,,543,
02197-2019,02197,2019,1273,,,313,
02200-2019,02200,2019,10087,,,2368,
02203-2019,02203,2019,10769,,,2344,
02206-2019,02206,2019,8528,,,1908,
02209-2019,02209,2019,5383,,,1281,
02212-2019,02212,2019,7442,,,1772,
02215-2019,02215,2019,5709,,,1337,
02216-2019,02216,2019,11558,,,2744,
02218-2019,02218,2019,7563,,,1720,
02221-2019,02221,2019,6950,,,1594,
02227-2019,02227,2019,3145,,,831,
02230-2019,02230,2019,1863,,,434,
02233-2019,02233,2019,2701,,,658,
02239-2019,02239,2019,4387,,,1080,
02242-2019,02242,2019,2176,,,544,
02245-2019,02245,2019,1991,,,472,
02248-2019,02248,2019,5022,,,1271,
02251-2019,02251,2019,3230,,,702,
02254-2019,02254,2019,1581,,,410,
02260-2019,02260,2019,5507,,,1329,
02263-2019,02263,2019,1636,,,424,
02266-2019,02266,2019,5870,,,1475,
02269-2019,02269,2019,4729,,,998,
02275-2019,02275,2019,2932,,,716,
02281-2019,02281,2019,5103,,,1175,
02284-2019,02284,2019,2792,,,645,
02287-2019,02287,2019,8323,,,1963,
02290-2019,02290,2019,3293,,,813,
02293-2019,02293,2019,3626,,,919,
02296-2019,02296,2019,5233,,,1220,
02299-2019,02299,2019,6779,,,1638,
02302-2019,02302,2019,5801,,,1311,
02305-2019,02305,2019,7202,,,1859,
02308-2019,02308,2019,7313,,,1718,
02311-2019,02311,2019,3454,,,826,
02314-2019,02314,2019,5052,,,1180,
02317-2019,02317,2019,6168,,,1470,
02320-2019,02320,2019,5752,,,1423,
02323-2019,02323,2019,2181,,,515,
02326-2019,02326,2019,4561,,,1034,
02329-2019,02329,2019,5384,,,1227,
02332-2019,02332,2019,4474,,,1052,
02335-2019,02335,2019,5388,,,1208,
02338-2019,02338,2019,4339,,,944,
02341-2019,02341,2019,2920,,,648,
02344-2019,02344,2019,3576,,,806,
02347-2019,02347,2019,3063,,,720,
02350-2019,02350,2019,4828,,,1083,
02353-2019,02353,2019,4785,,,1083,
02356-2019,02356,2019,6916,,,1581,
02359-2019,02359,2019,4077,,,1011,
02362-2019,02362,2019,2062,,,458,
02365-2019,02365,2019,6984,,,1589,
02368-2019,02368,2019,3230,,,755,
02371-2019,02371,2019,2105,,,511,
02374-2019,02374,2019,10871,,,2616,
02377-2019,02377,2019,5336,,,1342,
02380-2019,02380,2019,4172,,,1067,
02383-2019,02383,2019,3591,,,866,
02386-2019,02386,2019,4720,,,1144,
02389-2019,02389,2019,5022,,,1289,
02392-2019,02392,2019,9928,,,2504,
02395-2019,02395,2019,9195,,,2178,
02398-2019,02398,2019,8480,,,2096,
02401-2019,02401,2019,8899,,,2155,
02404-2019,02404,2019,6238,,,1503,
02407-2019,02407,2019,7220,,,1788,
02410-2019,02410,2019,3320,,,784,
02413-2019,02413,2019,6602,,,1605,
02416-2019,02416,2019,2941,,,754,
02419-2019,02419,2019,9077,,,2123,
02422-2019,02422,2019,6294,,,1476,
02425-2019,02425,2019,9152,,,2268,
02431-2019,02431,2019,2195,,,533,
02434-2019,02434,2019,3295,,,800,
02437-2019,02437,2019,5684,,,1393,
02440-2019,02440,2019,2293,,,559,
02443-2019,02443,2019,3923,,,908,
02446-2019,02446,2019,2288,,,539,
02449-2019,02449,2019,8988,,,2237,
02452-2019,02452,2019,5544,,,1380,
02455-2019,02455,2019,6747,,,1610,
02458-2019,02458,2019,3429,,,817,
02461-2019,02461,2019,3943,,,958,
02464-2019,02464,2019,8055,,,2025,
02467-2019,02467,2019,2617,,,622,
02470-2019,02470,2019,5853,,,1440,
02473-2019,02473,2019,8541,,,2099,
02476-2019,02476,2019,3358,,,894,
02479-2019,02479,2019,6475,,,1542,
02482-2019,02482,2019,2251,,,536,
02485-2019,02485,2019,3129,,,762,
02488-2019,02488,2019,8648,,,2116,
02491-2019,02491,2019,4722,,,1141,
02494-2019,02494,2019,4792,,,1129,
02497-2019,02497,2019,11712,,,2892,
02500-2019,02500,2019,5299,,,1288,
02503-2019,02503,2019,4126,,,982,
02506-2019,02506,2019,12060,,,2866,
02509-2019,02509,2019,8585,,,2150,
02512-2019,02512,2019,12943,,,3083,
02515-2019,02515,2019,7493,,,1851,
02518-2019,02518,2019,5409,,,1325,
02521-2019,02521,2019,3820,,,939,
02524-2019,02524,2019,8397,,,2161,
02527-2019,02527,2019,5118,,,1161,
02530-2019,02530,2019,4865,,,1151,
02533-2019,02533,2019,8789,,,2075,
02536-2019,02536,2019,14374,,,3401,
02539-2019,02539,2019,4763,,,1091,
02542-2019,02542,2019,4960,,,1058,
02545-2019,02545,2019,4791,,,1228,
02548-2019,02548,2019,8610,,,2061,
02551-2019,02551,2019,5663,,,1379,
02554-2019,02554,2019,2720,,,624,
02557-2019,02557,2019,2890,,,651,
02560-2019,02560,2019,6361,,,1468,
02563-2019,02563,2019,6219,,,1489,
02566-2019,02566,2019,5390,,,1322,
02569-2019,02569,2019,8518,,,2023,
02572-2019,02572,2019,8601,,,1927,
02575-2019,02575,2019,2694,,,566,
02578-2019,02578,2019,6838,,,1688,
02584-2019,02584,2019,3745,,,917,
02587-2019,02587,2019,2995,,,743,
02590-2019,02590,2019,4644,,,1129,
02593-2019,02593,2019,3032,,,715,
02596-2019,02596,2019,5103,,,1271,
02599-2019,02599,2019,3210,,,729,
02602-2019,02602,2019,4677,,,1048,
02605-2019,02605,2019,5967,,,1482,
02608-2019,02608,2019,5253,,,1225,
02611-2019,02611,2019,6116,,,1491,
02614-2019,02614,2019,8260,,,2121,
02617-2019,02617,2019,10925,,,2663,
02620-2019,02620,2019,9365,,,2352,
02623-2019,02623,2019,5558,,,1323,
02626-2019,02626,2019,5639,,,1261,
02632-2019,02632,2019,2368,,,564,
02635-2019,02635,2019,12974,,,3614,
02641-2019,02641,2019,10660,,,2918,
02644-2019,02644,2019,9746,,,2606,
02647-2019,02647,2019,16460,,,4469,
02650-2019,02650,2019,5169,,,1247,
02653-2019,02653,2019,8733,,,1991,
02656-2019,02656,2019,1505,,,370,
02658-2019,02658,2019,9404,,,2568,
02659-2019,02659,2019,1649,,,393,
02662-2019,02662,2019,6453,,,1817,
02665-2019,02665,2019,4338,,,1158,
02668-2019,02668,2019,13581,,,3722,
02671-2019,02671,2019,7122,,,1908,
02674-2019,02674,2019,5693,,,1373,
02677-2019,02677,2019,6295,,,1551,
02680-2019,02680,2019,4800,,,1225,
02683-2019,02683,2019,5123,,,1305,
02686-2019,02686,2019,2693,,,720,
02689-2019,02689,2019,2679,,,658,
02692-2019,02692,2019,2433,,,617,
02695-2019,02695,2019,6283,,,1546,
02701-2019,02701,2019,5061,,,1240,
02704-2019,02704,2019,4548,,,1096,
02707-2019,02707,2019,2283,,,627,
02710-2019,02710,2019,3931,,,1031,
02713-2019,02713,2019,4919,,,1252,
02716-2019,02716,2019,6113,,,1622,
02719-2019,02719,2019,2272,,,552,
02722-2019,02722,2019,3839,,,898,
02725-2019,02725,2019,1884,,,482,
02728-2019,02728,2019,2201,,,596,
02731-2019,02731,2019,2354,,,592,
02734-2019,02734,2019,6250,,,1641,
02737-2019,02737,2019,3421,,,782,
02740-2019,02740,2019,1933,,,534,
02743-2019,02743,2019,3079,,,846,
02746-2019,02746,2019,4761,,,1208,
02749-2019,02749,2019,1754,,,472,
02752-2019,02752,2019,3749,,,862,
02755-2019,02755,2019,3092,,,753,
02758-2019,02758,2019,2384,,,558,
02761-2019,02761,2019,9206,,,2425,
02764-2019,02764,2019,3711,,,812,
02767-2019,02767,2019,2266,,,558,
02770-2019,02770,2019,3044,,,741,
02773-2019,02773,2019,3391,,,799,
02776-2019,02776,2019,3126,,,732,
02779-2019,02779,2019,3522,,,885,
02782-2019,02782,2019,3706,,,888,
02785-2019,02785,2019,5500,,,1377,
02788-2019,02788,2019,6868,,,1635,
02791-2019,02791,2019,3140,,,746,
02794-2019,02794,2019,2807,,,663,
02797-2019,02797,2019,3696,,,919,
02800-2019,02800,2019,3384,,,836,
02803-2019,02803,2019,2606,,,639,
02806-2019,02806,2019,2397,,,603,
02809-2019,02809,2019,5333,,,1467,
02812-2019,02812,2019,3537,,,784,
02818-2019,02818,2019,2521,,,588,
02821-2019,02821,2019,2856,,,695,
02824-2019,02824,2019,4555,,,1135,
02827-2019,02827,2019,1347,,,348,
02836-2019,02836,2019,2494,,,576,
02839-2019,02839,2019,5059,,,1287,
02842-2019,02842,2019,2639,,,579,
02848-2019,02848,2019,1604,,,411,
02851-2019,02851,2019,2617,,,622,
02854-2019,02854,2019,1814,,,432,
02857-2019,02857,2019,3522,,,825,
02863-2019,02863,2019,3298,,,783,
02866-2019,02866,2019,3841,,,1005,
02869-2019,02869,2019,2401,,,636,
02872-2019,02872,2019,2974,,,761,
02875-2019,02875,2019,4421,,,1097,
02878-2019,02878,2019,5880,,,1486,
02881-2019,02881,2019,3200,,,782,
02884-2019,02884,2019,2819,,,730,
02887-2019,02887,2019,1801,,,416,
02890-2019,02890,2019,6400,,,1592,
02893-2019,02893,2019,2839,,,716,
02896-2019,02896,2019,2942,,,658,
02899-2019,02899,2019,1467,,,364,
02902-2019,02902,2019,9761,,,2310,
02905-2019,02905,2019,8911,,,2062,
02908-2019,02908,2019,4534,,,1159,
02911-2019,02911,2019,4890,,,1297,
02914-2019,02914,2019,4359,,,1091,
02917-2019,02917,2019,8595,,,1993,
02920-2019,02920,2019,8023,,,1980,
02923-2019,02923,2019,15729,,,4030,
02926-2019,02926,2019,11352,,,2838,
02929-2019,02929,2019,3302,,,782,
02932-2019,02932,2019,10997,,,2744,
02935-2019,02935,2019,3601,,,846,
02938-2019,02938,2019,4769,,,1193,
02944-2019,02944,2019,10814,,,2734,
02947-2019,02947,2019,8998,,,2231,
02950-2019,02950,2019,2444,,,597,
02953-2019,02953,2019,5483,,,1420,
02956-2019,02956,2019,4637,,,1178,
02959-2019,02959,2019,4125,,,1053,
02962-2019,02962,2019,8318,,,2122,
02965-2019,02965,2019,3464,,,888,
02968-2019,02968,2019,5756,,,1448,
02971-2019,02971,2019,7288,,,1862,
02974-2019,02974,2019,5112,,,1336,
02977-2019,02977,2019,2644,,,658,
02980-2019,02980,2019,4418,,,1120,
02983-2019,02983,2019,2407,,,597,
02986-2019,02986,2019,2397,,,590,
02989-2019,02989,2019,9517,,,2372,
02992-2019,02992,2019,2981,,,710,
02998-2019,02998,2019,3188,,,818,
03001-2019,03001,2019,10276,,,2732,
03002-2019,03002,2019,0,,,0,
03003-2019,03003,2019,0,,,0,
03004-2019,03004,2019,2911,,,758,
03006-2019,03006,2019,0,,,0,
03010-2019,03010,2019,4457,,,1031,
03013-2019,03013,2019,3551,,,895,
03016-2019,03016,2019,5953,,,1395,
03019-2019,03019,2019,4673,,,1171,
03022-2019,03022,2019,2059,,,528,
03028-2019,03028,2019,4340,,,986,
03037-2019,03037,2019,2666,,,585,
03040-2019,03040,2019,4318,,,1047,
03043-2019,03043,2019,2257,,,618,
03046-2019,03046,2019,3056,,,819,
03052-2019,03052,2019,1764,,,490,
03055-2019,03055,2019,6121,,,1595,
03061-2019,03061,2019,10668,,,2757,
03064-2019,03064,2019,3416,,,872,
03067-2019,03067,2019,1264,,,333,
03070-2019,03070,2019,4071,,,1071,
03073-2019,03073,2019,1769,,,488,
03076-2019,03076,2019,3043,,,683,
03079-2019,03079,2019,3936,,,1024,
03082-2019,03082,2019,3857,,,932,
03085-2019,03085,2019,1264,,,320,
03088-2019,03088,2019,1941,,,514,
03091-2019,03091,2019,5191,,,1338,
03094-2019,03094,2019,4437,,,1118,
03097-2019,03097,2019,3096,,,767,
03100-2019,03100,2019,3438,,,821,
03103-2019,03103,2019,4878,,,1216,
03106-2019,03106,2019,6001,,,1563,
03109-2019,03109,2019,3107,,,807,
03112-2019,03112,2019,5349,,,1378,
03115-2019,03115,2019,2322,,,603,
03118-2019,03118,2019,4085,,,1038,
03121-2019,03121,2019,3026,,,782,
03124-2019,03124,2019,5915,,,1487,
03127-2019,03127,2019,10477,,,2668,
03130-2019,03130,2019,4705,,,1082,
03133-2019,03133,2019,8351,,,2140,
03136-2019,03136,2019,10373,,,2650,
03139-2019,03139,2019,7537,,,1897,
03142-2019,03142,2019,6353,,,1550,
03145-2019,03145,2019,2056,,,529,
03148-2019,03148,2019,972,,,230,
03151-2019,03151,2019,5096,,,1297,
03154-2019,03154,2019,1369,,,366,
03155-2019,03155,2019,1043,,,297,
03156-2019,03156,2019,3755,,,816,
03157-2019,03157,2019,5696,,,1310,
03158-2019,03158,2019,3048,,,737,
03159-2019,03159,2019,2873,,,670,
03160-2019,03160,2019,10851,,,2649,
03161-2019,03161,2019,3629,,,792,
03162-2019,03162,2019,4972,,,1113,
03163-2019,03163,2019,6515,,,1489,
03164-2019,03164,2019,2931,,,666,
03165-2019,03165,2019,2896,,,684,
03166-2019,03166,2019,2703,,,693,
03167-2019,03167,2019,6000,,,1283,
03168-2019,03168,2019,3522,,,827,
03169-2019,03169,2019,4819,,,1216,
03170-2019,03170,2019,5075,,,1142,
03171-2019,03171,2019,3222,,,704,
03172-2019,03172,2019,3836,,,964,
03173-2019,03173,2019,2502,,,579,
03174-2019,03174,2019,1942,,,479,
03175-2019,03175,2019,2715,,,676,
03176-2019,03176,2019,3358,,,756,
03177-2019,03177,2019,2448,,,532,
03178-2019,03178,2019,5347,,,1180,
03181-2019,03181,2019,4561,,,1027,
03184-2019,03184,2019,5094,,,1227,
03187-2019,03187,2019,2858,,,782,
03190-2019,03190,2019,3880,,,935,
03191-2019,03191,2019,3789,,,859,
03193-2019,03193,2019,2957,,,708,
03194-2019,03194,2019,2872,,,765,
03196-2019,03196,2019,3069,,,720,
03197-2019,03197,2019,3487,,,844,
03198-2019,03198,2019,3628,,,835,
03199-2019,03199,2019,5808,,,1460,
03200-2019,03200,2019,4522,,,1045,
03201-2019,03201,2019,4980,,,1241,
03202-2019,03202,2019,4390,,,1047,
03203-2019,03203,2019,3115,,,863,
03205-2019,03205,2019,3883,,,1022,
03208-2019,03208,2019,7144,,,1713,
03211-2019,03211,2019,5755,,,1420,
03214-2019,03214,2019,4276,,,1163,
03217-2019,03217,2019,3506,,,901,
03220-2019,03220,2019,2831,,,707,
03223-2019,03223,2019,4840,,,1120,
03226-2019,03226,2019,4024,,,943,
03229-2019,03229,2019,2539,,,590,
03232-2019,03232,2019,3662,,,835,
03235-2019,03235,2019,5462,,,1299,
03238-2019,03238,2019,3347,,,760,
03241-2019,03241,2019,6352,,,1489,
03244-2019,03244,2019,6927,,,1549,
03247-2019,03247,2019,3891,,,979,
03250-2019,03250,2019,9766,,,2380,
03253-2019,03253,2019,7695,,,1983,
03256-2019,03256,2019,5036,,,1260,
03259-2019,03259,2019,5818,,,1328,
03260-2019,03260,2019,3608,,,902,
03262-2019,03262,2019,3981,,,1018,
03263-2019,03263,2019,2733,,,711,
03265-2019,03265,2019,3768,,,923,
03268-2019,03268,2019,5557,,,1428,
03269-2019,03269,2019,3326,,,748,
03271-2019,03271,2019,3510,,,932,
03274-2019,03274,2019,6258,,,1682,
03277-2019,03277,2019,2685,,,686,
03280-2019,03280,2019,2320,,,630,
03283-2019,03283,2019,2855,,,769,
03284-2019,03284,2019,3411,,,955,
03286-2019,03286,2019,4040,,,1065,
03287-2019,03287,2019,3206,,,811,
03289-2019,03289,2019,8337,,,2238,
03292-2019,03292,2019,6031,,,1530,
03295-2019,03295,2019,9307,,,2401,
03298-2019,03298,2019,5104,,,1367,
03299-2019,03299,2019,5687,,,1491,
03301-2019,03301,2019,6071,,,1630,
03302-2019,03302,2019,5201,,,1289,
03304-2019,03304,2019,1584,,,397,
03307-2019,03307,2019,3922,,,1023,
03310-2019,03310,2019,7354,,,1884,
03312-2019,03312,2019,2938,,,756,
03313-2019,03313,2019,4288,,,1169,
03316-2019,03316,2019,6149,,,1573,
03317-2019,03317,2019,4895,,,1292,
03319-2019,03319,2019,4779,,,1244,
03322-2019,03322,2019,3935,,,1033,
03323-2019,03323,2019,3659,,,915,
03325-2019,03325,2019,4914,,,1295,
03326-2019,03326,2019,4351,,,1181,
03328-2019,03328,2019,6955,,,1752,
03331-2019,03331,2019,7177,,,1767,
03334-2019,03334,2019,8230,,,2180,
03337-2019,03337,2019,4994,,,1324,
03340-2019,03340,2019,1223,,,302,
03343-2019,03343,2019,6600,,,1748,
03346-2019,03346,2019,7201,,,1879,
03349-2019,03349,2019,5264,,,1347,
03352-2019,03352,2019,7212,,,1780,
03355-2019,03355,2019,4855,,,1257,
03356-2019,03356,2019,5179,,,1330,
03358-2019,03358,2019,3629,,,940,
03359-2019,03359,2019,2742,,,734,
03361-2019,03361,2019,1754,,,425,
03364-2019,03364,2019,4340,,,1126,
03365-2019,03365,2019,4614,,,1183,
03367-2019,03367,2019,2352,,,610,
03368-2019,03368,2019,2248,,,594,
03370-2019,03370,2019,5203,,,1259,
03371-2019,03371,2019,3373,,,850,
03373-2019,03373,2019,6437,,,1558,
03376-2019,03376,2019,6918,,,1674,
03379-2019,03379,2019,5314,,,1376,
03382-2019,03382,2019,3969,,,998,
03383-2019,03383,2019,5129,,,1251,
03384-2019,03384,2019,3490,,,871,
03385-2019,03385,2019,2732,,,662,
03386-2019,03386,2019,2261,,,643,
03387-2019,03387,2019,12930,,,3367,
03388-2019,03388,2019,4738,,,1229,
03389-2019,03389,2019,6881,,,1824,
03390-2019,03390,2019,7116,,,1872,
03391-2019,03391,2019,3126,,,771,
03394-2019,03394,2019,3153,,,799,
03400-2019,03400,2019,4304,,,1000,
03403-2019,03403,2019,2381,,,595,
03405-2019,03405,2019,3793,,,903,
03406-2019,03406,2019,3005,,,770,
03408-2019,03408,2019,7078,,,1899,
03409-2019,03409,2019,4729,,,1221,
03412-2019,03412,2019,5070,,,1282,
03413-2019,03413,2019,3974,,,928,
03415-2019,03415,2019,3091,,,785,
03418-2019,03418,2019,3611,,,922,
03421-2019,03421,2019,2625,,,670,
03424-2019,03424,2019,5091,,,1329,
03427-2019,03427,2019,3658,,,910,
03430-2019,03430,2019,5306,,,1340,
03433-2019,03433,2019,5548,,,1491,
03434-2019,03434,2019,3031,,,780,
03436-2019,03436,2019,2286,,,568,
03439-2019,03439,2019,2424,,,644,
03440-2019,03440,2019,1884,,,428,
03442-2019,03442,2019,3559,,,787,
03445-2019,03445,2019,4226,,,1093,
03448-2019,03448,2019,2852,,,620,
03451-2019,03451,2019,2298,,,586,
03454-2019,03454,2019,3365,,,812,
03457-2019,03457,2019,1598,,,397,
03460-2019,03460,2019,2116,,,504,
03463-2019,03463,2019,7253,,,1654,
03466-2019,03466,2019,3457,,,851,
03467-2019,03467,2019,2730,,,651,
03469-2019,03469,2019,1984,,,457,
03472-2019,03472,2019,2863,,,720,
03473-2019,03473,2019,3416,,,763,
03474-2019,03474,2019,2651,,,562,
03475-2019,03475,2019,4201,,,965,
03478-2019,03478,2019,4312,,,1117,
03481-2019,03481,2019,1334,,,327,
03484-2019,03484,2019,1272,,,284,
03487-2019,03487,2019,2912,,,762,
03488-2019,03488,2019,2344,,,516,
03490-2019,03490,2019,7407,,,1841,
03493-2019,03493,2019,4353,,,1083,
03496-2019,03496,2019,2969,,,690,
03499-2019,03499,2019,4693,,,990,
03502-2019,03502,2019,2125,,,462,
03503-2019,03503,2019,1618,,,340,
03505-2019,03505,2019,2841,,,661,
03508-2019,03508,2019,3966,,,987,
03509-2019,03509,2019,3623,,,897,
03511-2019,03511,2019,3222,,,774,
03514-2019,03514,2019,2110,,,494,
03517-2019,03517,2019,4563,,,1222,
03520-2019,03520,2019,4270,,,962,
03523-2019,03523,2019,1581,,,383,
03526-2019,03526,2019,3571,,,935,
03527-2019,03527,2019,2296,,,593,
03529-2019,03529,2019,3739,,,903,
03532-2019,03532,2019,6816,,,1642,
03535-2019,03535,2019,1803,,,472,
03538-2019,03538,2019,4156,,,1102,
03541-2019,03541,2019,5452,,,1248,
03544-2019,03544,2019,4673,,,1142,
03547-2019,03547,2019,5480,,,1394,
03549-2019,03549,2019,5132,,,1374,
03550-2019,03550,2019,4102,,,1009,
03553-2019,03553,2019,2511,,,625,
03559-2019,03559,2019,2089,,,441,
03562-2019,03562,2019,3596,,,907,
03565-2019,03565,2019,2217,,,506,
03568-2019,03568,2019,3011,,,676,
03571-2019,03571,2019,8294,,,1981,
03574-2019,03574,2019,2765,,,730,
03577-2019,03577,2019,7982,,,1960,
03580-2019,03580,2019,3946,,,980,
03583-2019,03583,2019,3879,,,997,
03586-2019,03586,2019,6699,,,1577,
03589-2019,03589,2019,5965,,,1559,
03592-2019,03592,2019,4710,,,1159,
03595-2019,03595,2019,6934,,,1831,
03598-2019,03598,2019,13787,,,3379,
03601-2019,03601,2019,7289,,,1828,
03602-2019,03602,2019,4291,,,1058,
03604-2019,03604,2019,3823,,,988,
03605-2019,03605,2019,6973,,,1760,
03607-2019,03607,2019,3383,,,802,
03610-2019,03610,2019,2205,,,583,
03613-2019,03613,2019,8201,,,1957,
03616-2019,03616,2019,6373,,,1704,
03618-2019,03618,2019,10332,,,2724,
03619-2019,03619,2019,8673,,,2259,
03622-2019,03622,2019,1538,,,353,
03625-2019,03625,2019,2588,,,677,
03628-2019,03628,2019,964,,,237,
03631-2019,03631,2019,6622,,,1751,
03632-2019,03632,2019,3283,,,889,
03634-2019,03634,2019,2434,,,643,
03637-2019,03637,2019,11184,,,3016,
03638-2019,03638,2019,4228,,,1019,
03640-2019,03640,2019,5399,,,1394,
03643-2019,03643,2019,4668,,,1162,
03646-2019,03646,2019,11620,,,2956,
03649-2019,03649,2019,8419,,,2026,
03652-2019,03652,2019,14842,,,3825,
03655-2019,03655,2019,7520,,,1909,
03658-2019,03658,2019,5288,,,1397,
03661-2019,03661,2019,5932,,,1515,
03664-2019,03664,2019,5828,,,1541,
03667-2019,03667,2019,6688,,,1756,
03670-2019,03670,2019,6157,,,1629,
03673-2019,03673,2019,8305,,,2419,
03676-2019,03676,2019,8630,,,2207,
03679-2019,03679,2019,14527,,,3935,
03682-2019,03682,2019,1562,,,397,
03685-2019,03685,2019,4353,,,1141,
03688-2019,03688,2019,6852,,,1672,
03694-2019,03694,2019,11314,,,2871,
03697-2019,03697,2019,3330,,,835,
03700-2019,03700,2019,3058,,,810,
03703-2019,03703,2019,10564,,,2804,
03706-2019,03706,2019,6677,,,1808,
03709-2019,03709,2019,3649,,,979,
03712-2019,03712,2019,4874,,,1244,
03718-2019,03718,2019,7501,,,2017,
03721-2019,03721,2019,4731,,,1150,
03724-2019,03724,2019,7641,,,2018,
03727-2019,03727,2019,8045,,,2036,
03730-2019,03730,2019,7591,,,1988,
03733-2019,03733,2019,3048,,,793,
03736-2019,03736,2019,5824,,,1557,
03739-2019,03739,2019,4341,,,1151,
03742-2019,03742,2019,3192,,,782,
03745-2019,03745,2019,5584,,,1476,
03748-2019,03748,2019,5300,,,1414,
03751-2019,03751,2019,8360,,,2226,
03754-2019,03754,2019,3088,,,811,
03757-2019,03757,2019,9592,,,2550,
03760-2019,03760,2019,9615,,,2413,
03763-2019,03763,2019,4343,,,1082,
03766-2019,03766,2019,6473,,,1690,
03769-2019,03769,2019,6561,,,1621,
03772-2019,03772,2019,11113,,,2907,
03775-2019,03775,2019,6556,,,1733,
03778-2019,03778,2019,8576,,,2296,
03781-2019,03781,2019,6878,,,1632,
03784-2019,03784,2019,3455,,,875,
03787-2019,03787,2019,4549,,,1174,
03790-2019,03790,2019,8256,,,2173,
03793-2019,03793,2019,5966,,,1553,
03796-2019,03796,2019,2808,,,714,
03799-2019,03799,2019,4147,,,1095,
03802-2019,03802,2019,2781,,,734,
03805-2019,03805,2019,3948,,,1016,
03808-2019,03808,2019,11301,,,3020,
03811-2019,03811,2019,3746,,,896,
03814-2019,03814,2019,9588,,,2420,
03817-2019,03817,2019,4909,,,1234,
03820-2019,03820,2019,10989,,,2724,
03823-2019,03823,2019,1999,,,508,
03826-2019,03826,2019,4505,,,1150,
03829-2019,03829,2019,1827,,,415,
03832-2019,03832,2019,3038,,,655,
03835-2019,03835,2019,7802,,,2006,
03838-2019,03838,2019,5513,,,1208,
03841-2019,03841,2019,5017,,,1247,
03844-2019,03844,2019,3795,,,983,
03847-2019,03847,2019,11050,,,2769,
03850-2019,03850,2019,7148,,,1734,
03853-2019,03853,2019,6660,,,1740,
03856-2019,03856,2019,5416,,,1442,
03859-2019,03859,2019,4824,,,1241,
